F12attr,F24attr,Fattr,B14attr,A13attr,Aattr,A19attr,C9attr,F30attr,Cattr,class
-0.182104,-0.268987,-0.578661,-0.346891,-0.60713,-1.27886,-1.190116,-0.858614,-0.551339,-0.798429,1.0
0.385456,0.081165,0.207829,-0.504491,-0.367863,0.411587,0.798026,-0.378649,-0.551339,-0.377906,4.0
1.040333,0.912777,0.863238,0.230975,0.589209,1.367057,1.534375,0.581282,0.130923,0.823588,3.0
0.822041,0.869008,0.819544,0.598708,0.94811,-0.176394,-0.380132,0.941256,0.708221,0.883663,1.0
-2.321368,-2.369901,-2.457498,2.752574,1.486463,-1.940339,-1.85283,1.481217,1.705373,1.664634,2.0
0.472773,0.693931,0.601074,-0.189291,0.17049,1.146564,0.798026,0.161312,0.708221,0.342991,3.0
1.258626,1.000315,1.518646,0.388575,0.888293,1.514052,1.75528,0.881261,0.025959,1.063887,3.0
0.8657,1.21916,0.732156,0.178442,0.888293,0.926071,1.46074,0.341299,0.393331,0.282916,3.0
-0.269421,-0.531602,-0.185416,-0.189291,-0.367863,-0.764376,-1.631926,-0.378649,-0.708784,0.042617,1.0
-0.487713,-0.531602,-0.534967,-1.502624,-1.743652,-0.396887,-0.232863,-1.518567,-1.443527,-1.45925,7.0
1.040333,-0.531602,0.863238,0.230975,0.589209,1.367057,-1.484656,0.041321,-0.079004,0.523215,3.0
0.036189,-0.181449,-0.360191,-0.557024,-0.547313,0.044099,-0.159228,-1.038601,-0.498857,-0.918578,7.0
-0.749664,-0.969292,-0.534967,-0.346891,-0.786581,-1.646348,-1.190116,-1.038601,-0.446376,-0.618205,1.0
0.036189,-0.356526,0.338911,-0.767158,-1.025849,0.338089,-0.159228,-0.558636,-1.443527,-0.43798,4.0
0.8657,1.044084,0.819544,0.283508,0.828476,0.779075,1.387105,0.821265,0.498294,0.403065,3.0
-1.273565,-1.319444,-1.190375,-1.555157,-1.863286,-1.27886,-1.411021,-1.878541,-0.708784,-1.999923,5.0
-0.444054,-0.531602,-0.01064,-1.187424,-1.2053,0.044099,-0.453767,-1.638558,-1.286082,-0.918578,7.0
1.083992,0.825239,1.125401,0.598708,0.888293,-0.470385,-0.453767,1.181239,0.603258,1.36426,1.0
1.214967,1.21916,1.256483,0.966441,1.486463,-0.176394,-0.085593,1.481217,0.813184,1.844858,1.0
1.040333,0.912777,1.038013,0.703775,0.828476,-0.396887,-0.232863,1.121243,0.498294,1.36426,1.0
0.996675,1.21916,1.081707,0.598708,0.888293,0.411587,0.208947,1.481217,0.603258,0.883663,1.0
1.214967,1.262929,0.994319,0.230975,0.94811,1.440554,1.681645,0.701274,0.130923,0.883663,3.0
1.083992,1.394236,1.300177,0.388575,0.888293,2.175531,1.166201,0.341299,0.760703,1.063887,3.0
0.8657,1.044084,0.644768,-0.084225,0.529392,1.367057,1.387105,0.821265,0.235886,0.403065,3.0
-1.055273,-1.406983,-0.709742,-1.134891,-1.265117,-0.911371,-1.190116,-1.698554,-1.023674,-1.759624,5.0
-0.706005,-0.61914,-0.753436,-1.450091,-1.743652,-0.764376,-0.380132,-1.938536,-1.496009,-0.137607,7.0
-0.269421,-0.356526,-0.360191,-1.187424,-1.2053,-0.249892,-0.453767,-1.218588,-1.076155,-1.158877,7.0
1.040333,0.912777,1.038013,0.230975,0.589209,1.661048,1.534375,0.581282,0.498294,1.123962,3.0
-0.880639,-0.444064,-0.971906,-0.872224,-1.384751,-0.176394,0.135312,-1.158593,-1.338564,-1.098802,5.0
-0.662347,-0.662909,-0.622354,-0.662091,-0.966032,-1.425855,-1.337386,-0.738623,-0.603821,-1.279026,1.0
-0.182104,0.168703,-0.272803,-0.084225,-0.487496,-1.205362,-0.748307,-0.198662,0.025959,-0.55813,1.0
-1.404541,-1.188137,-1.408844,-0.819691,-1.324934,-0.984869,-1.263751,-1.758549,-0.236449,-1.699549,5.0
1.214967,1.306698,1.431258,0.913908,1.426646,-0.102897,-0.232863,1.421222,0.708221,1.36426,1.0
0.691066,0.869008,0.469993,0.283508,0.529392,1.073066,1.092566,0.281304,0.498294,0.162766,3.0
-2.234051,-2.238594,-2.37011,2.227241,0.589209,-2.160832,-1.705561,0.281304,2.440116,0.282916,2.0
0.8657,0.869008,0.994319,0.703775,1.127561,-0.102897,0.135312,1.121243,0.498294,0.943738,1.0
-0.356737,-0.487833,-0.447579,-1.239957,-1.2053,-0.102897,-0.159228,-1.698554,-1.286082,-1.519325,7.0
-0.356737,-0.181449,-0.01064,-0.399425,-0.188412,-1.205362,-1.484656,0.281304,-0.236449,0.523215,1.0
0.8657,1.000315,0.732156,0.388575,0.888293,-0.470385,-0.159228,1.181239,0.235886,1.063887,1.0
-0.531371,-2.151056,0.513687,0.336042,0.290124,-0.764376,-2.0001,0.761269,0.970629,0.282916,2.0
-0.356737,-0.487833,-0.272803,-1.029824,-1.2053,0.485085,0.135312,-1.218588,-1.286082,-0.55813,7.0
-0.924298,-0.662909,-0.709742,-1.345024,-1.923103,-0.470385,-0.380132,-1.698554,-1.391045,-1.759624,7.0
-0.967956,-0.969292,-1.059293,-0.819691,-1.444568,-0.690878,-0.748307,-1.458571,-0.813747,-1.939848,5.0
1.040333,1.306698,1.038013,0.493642,0.828476,1.367057,1.534375,0.581282,0.340849,0.523215,3.0
1.040333,1.131622,1.256483,0.703775,1.426646,0.485085,0.061677,1.121243,0.708221,1.36426,1.0
0.8657,1.044084,0.994319,0.493642,1.127561,-0.396887,-0.453767,0.821265,0.498294,0.943738,1.0
-1.229907,-1.275675,-1.015599,-0.924758,-1.265117,-0.911371,-1.190116,-1.518567,-1.023674,-1.519325,5.0
0.167164,0.562624,-0.360191,-0.609558,-0.188412,0.779075,0.945296,0.581282,-0.079004,-0.197682,7.0
-0.662347,-2.151056,0.076748,0.283508,0.050856,0.779075,-1.337386,-0.198662,2.440116,-0.55813,2.0
0.385456,0.256241,0.338911,-0.136758,0.349941,-0.176394,-0.085593,0.881261,0.025959,0.643364,1.0
0.691066,0.912777,1.256483,0.703775,0.828476,-0.102897,0.061677,1.121243,0.708221,1.36426,1.0
1.826186,1.65685,1.824503,1.386708,2.204266,1.734545,1.681645,1.901187,0.865666,1.48441,3.0
0.516432,0.518855,0.819544,-0.084225,0.050856,1.073066,0.724391,-0.198662,0.025959,0.403065,3.0
-0.444054,-0.006373,-0.360191,-1.134891,-1.265117,0.044099,0.503487,-1.038601,-0.656302,-1.279026,4.0
0.996675,1.21916,0.863238,0.388575,0.888293,1.661048,1.681645,0.641278,0.603258,0.883663,3.0
-0.00747,0.168703,0.469993,0.125908,0.050856,-0.911371,-0.453767,0.521286,0.235886,0.703439,1.0
-0.444054,-0.531602,-0.360191,-1.187424,-1.444568,-0.249892,-0.159228,-1.218588,-1.076155,-1.158877,7.0
-0.444054,-0.969292,0.207829,0.441108,0.708842,0.044099,-0.674672,0.701274,0.498294,0.883663,5.0
1.43326,1.525543,1.038013,0.703775,1.127561,2.028536,2.197089,1.121243,0.708221,1.123962,3.0
1.040333,1.306698,1.038013,0.230975,0.828476,1.367057,1.534375,0.821265,0.498294,0.523215,3.0
0.8657,0.912777,0.863238,0.703775,1.127561,-0.102897,-0.232863,1.121243,0.498294,1.123962,1.0
-0.531371,-0.575371,-0.491273,-1.450091,-1.803469,-0.176394,-0.453767,-1.578562,-1.338564,-1.759624,7.0
0.691066,0.737701,-0.185416,0.020842,0.290124,-0.984869,0.945296,-0.198662,0.130923,-0.738354,3.0
-0.706005,-0.093911,-1.015599,-0.714624,-1.265117,-0.764376,0.503487,-1.038601,-0.91871,-1.218951,7.0
0.079847,-0.006373,-0.185416,-0.189291,-0.068778,0.044099,-0.085593,-0.798618,-0.079004,-0.618205,4.0
-0.618688,-0.181449,-1.015599,-0.557024,-0.786581,-1.205362,-0.674672,-1.518567,-0.236449,-1.279026,5.0
-0.444054,0.037396,-0.185416,-0.399425,-0.547313,-1.27886,-1.190116,-0.378649,-0.131486,-0.197682,1.0
-2.146735,-2.151056,-2.151641,1.754441,0.649025,-1.719846,-1.85283,0.641278,2.072744,0.763513,2.0
-2.015759,-2.019749,-2.020559,1.596841,0.349941,-1.499353,-1.85283,0.641278,1.495446,0.763513,2.0
-0.00747,-0.006373,0.076748,-0.662091,-0.188412,0.485085,0.429852,-0.198662,-0.603821,-0.317831,4.0
1.389601,1.21916,1.474952,0.756308,1.486463,1.661048,1.092566,0.881261,0.445813,1.184036,3.0
0.8657,0.912777,0.863238,0.493642,1.127561,-0.102897,0.061677,1.121243,0.498294,1.123962,1.0
-2.27771,-2.238594,-2.282722,2.752574,2.024815,-1.866841,-1.85283,2.021178,2.440116,2.205306,2.0
1.607893,1.613081,1.256483,0.756308,1.486463,1.661048,1.387105,1.481217,0.813184,0.883663,3.0
-0.00747,0.518855,0.076748,-0.084225,0.050856,-1.205362,-0.159228,-0.198662,0.235886,-0.55813,1.0
0.691066,0.825239,0.338911,0.178442,0.110673,-0.764376,-0.674672,0.341299,-0.131486,0.282916,1.0
-0.269421,-1.494521,-0.185416,-0.557024,-0.786581,0.044099,-0.895577,-0.798618,2.072744,-0.918578,2.0
-0.00747,-0.575371,-0.185416,-0.662091,-1.145483,0.411587,-0.453767,-0.91861,-0.971192,-0.618205,7.0
-0.094787,-0.181449,-0.185416,-0.977291,-1.025849,-0.249892,0.061677,-0.558636,-1.076155,-1.158877,7.0
-2.234051,-2.238594,-2.282722,3.067774,2.084632,-1.940339,-1.705561,2.081174,2.807487,2.025082,2.0
0.603749,0.475086,0.688462,0.230975,0.888293,-0.176394,-0.380132,0.881261,0.025959,0.883663,1.0
1.389601,1.262929,0.994319,0.598708,0.94811,1.146564,1.681645,0.401295,0.708221,-0.137607,3.0
-1.011614,-2.019749,-0.360191,-0.084225,-0.188412,0.117596,-1.484656,-0.678627,2.545079,-1.098802,2.0
1.12765,0.693931,1.038013,0.703775,1.366829,0.117596,-0.159228,0.761269,0.603258,1.123962,1.0
1.214967,1.000315,1.081707,0.388575,1.187378,1.661048,1.681645,0.881261,0.025959,0.883663,3.0
1.083992,1.000315,1.518646,0.808841,1.187378,0.044099,-0.159228,1.181239,0.603258,1.36426,1.0
-0.531371,-0.444064,-0.753436,-0.504491,-1.025849,-1.27886,-0.895577,-1.278584,-0.183967,-0.798429,1.0
1.083992,1.000315,1.125401,0.388575,1.187378,1.220062,1.46074,0.881261,0.393331,0.282916,3.0
-0.00747,-0.181449,-1.059293,-0.241825,0.050856,-0.396887,1.092566,0.281304,-0.603821,-0.317831,2.0
1.214967,0.912777,1.256483,0.913908,1.725731,0.117596,-0.232863,1.421222,0.918148,1.36426,1.0
0.341798,-0.006373,0.164136,-0.399425,-0.188412,0.779075,0.650756,-0.198662,-0.236449,0.042617,7.0
-1.317224,-1.275675,-1.102987,-1.607691,-1.803469,-1.352357,-0.453767,-1.998532,-1.54849,-1.939848,5.0
0.822041,0.825239,0.688462,0.020842,0.649025,0.999568,1.092566,0.101317,0.603258,0.342991,3.0
-2.27771,-2.151056,-2.282722,3.17284,2.024815,-1.866841,-1.85283,2.381153,3.069896,1.544484,2.0
-0.531371,-0.750447,-0.447579,-0.924758,-1.025849,0.117596,-0.674672,-1.038601,-0.91871,-0.798429,7.0
-0.487713,-0.356526,-0.360191,-1.292491,-1.324934,-0.102897,-0.232863,-1.33858,-1.2336,-1.45925,7.0
0.8657,0.912777,0.863238,0.493642,0.828476,0.779075,0.650756,0.581282,0.498294,0.042617,3.0
-0.356737,-0.268987,-0.360191,-1.239957,-1.384751,0.117596,0.135312,-1.578562,-0.971192,-1.339101,7.0
0.167164,0.168703,-0.272803,-0.241825,-0.188412,0.485085,0.724391,-0.738623,-0.183967,-0.55813,7.0
0.385456,0.475086,0.513687,-0.346891,-0.128595,0.705578,1.092566,0.341299,-0.551339,0.102692,4.0
1.258626,1.394236,1.300177,0.598708,1.187378,1.220062,1.46074,0.881261,0.760703,0.763513,3.0
1.040333,0.737701,0.863238,0.493642,0.828476,1.367057,-0.232863,1.121243,0.708221,1.36426,1.0
0.036189,0.037396,-0.185416,-0.557024,-0.367863,0.044099,-0.159228,-0.138666,-0.341412,-0.43798,4.0
0.079847,0.168703,-0.534967,-0.189291,-0.308046,-0.690878,-0.674672,-0.558636,0.288368,-0.137607,1.0
-0.00747,-0.006373,0.076748,-1.239957,-0.726764,1.073066,1.092566,0.281304,-1.915862,0.403065,3.0
1.214967,1.000315,1.256483,0.756308,0.888293,0.117596,-0.085593,1.181239,0.445813,0.883663,1.0
-0.356737,-0.444064,-0.01064,-0.662091,-0.666947,0.117596,-0.453767,-0.91861,-0.393894,-0.618205,7.0
0.691066,0.869008,0.819544,0.125908,0.529392,1.367057,1.387105,1.121243,0.235886,0.703439,3.0
-0.444054,-0.356526,-0.534967,-1.345024,-1.504385,-0.470385,-0.085593,-1.518567,-1.023674,-1.519325,7.0
-1.055273,-0.969292,-1.321457,-1.345024,-1.683835,-0.911371,-0.674672,-1.938536,-0.813747,-2.60067,5.0
1.214967,1.044084,0.994319,0.230975,0.94811,1.440554,1.387105,0.941256,0.288368,0.342991,3.0
0.56009,0.518855,0.688462,-0.084225,0.290124,1.073066,1.018931,0.521286,-0.183967,0.042617,3.0
-2.015759,-2.151056,-2.151641,2.069641,0.888293,-1.719846,-1.631926,0.881261,1.600409,0.643364,2.0
-0.182104,-0.181449,-0.01064,-0.819691,-0.846398,-0.102897,-0.232863,-0.858614,-0.866229,-0.738354,4.0
1.214967,1.306698,1.038013,0.703775,1.127561,1.661048,1.90255,1.121243,0.708221,0.823588,3.0
-2.452344,-2.369901,-2.282722,3.33044,2.084632,-1.940339,-1.705561,2.381153,3.384786,2.38553,2.0
-0.880639,-1.319444,-0.534967,-1.345024,-1.624018,0.044099,-0.674672,-1.458571,0.970629,-0.918578,7.0
0.516432,0.212472,0.732156,-0.189291,0.349941,-0.470385,-0.159228,0.101317,-0.498857,0.282916,1.0
0.341798,0.212472,-0.01064,-0.557024,-0.367863,0.63208,0.356217,-0.378649,-0.498857,-0.43798,4.0
0.691066,1.000315,1.125401,0.388575,0.349941,1.881541,1.46074,0.881261,0.760703,1.063887,3.0
1.040333,1.044084,1.212789,0.283508,0.828476,1.661048,1.75528,1.121243,0.025959,0.943738,3.0
0.734724,0.869008,0.688462,0.125908,0.529392,1.073066,1.31347,0.281304,-0.183967,0.282916,3.0
-2.27771,-2.019749,-2.151641,2.752574,1.725731,-1.866841,-1.042846,1.361226,3.069896,1.544484,2.0
0.516432,0.387548,0.906932,0.178442,0.349941,0.044099,-0.453767,0.641278,0.393331,1.063887,1.0
0.516432,0.037396,1.300177,-0.399425,0.110673,1.514052,0.650756,0.101317,-0.91871,0.763513,7.0
1.389601,1.394236,1.081707,0.598708,1.187378,1.955038,2.049819,0.881261,0.445813,1.184036,3.0
0.996675,1.21916,0.688462,0.230975,0.349941,0.999568,1.387105,0.881261,0.235886,0.342991,3.0
0.691066,0.562624,0.688462,-0.189291,0.050856,0.779075,0.356217,0.281304,-0.079004,0.282916,3.0
0.996675,1.044084,0.994319,0.230975,0.708842,1.440554,1.387105,0.701274,0.288368,0.643364,3.0
1.12765,1.481774,1.212789,0.125908,1.067744,1.367057,1.976185,0.761269,0.603258,0.583289,3.0
1.040333,0.737701,1.038013,0.703775,1.426646,-0.396887,-0.453767,1.121243,0.498294,1.123962,1.0
0.56009,0.343779,-0.360191,-0.084225,-0.188412,0.411587,0.724391,0.041321,-0.393894,-0.377906,4.0
0.56009,0.343779,0.338911,-0.451958,0.050856,0.411587,0.429852,-0.198662,0.025959,-0.377906,4.0
-0.444054,-0.356526,-0.185416,-1.345024,-1.265117,-0.470385,-0.380132,-1.518567,-1.2336,-1.279026,7.0
0.210823,0.037396,-0.01064,-0.399425,-0.128595,0.044099,0.356217,-0.558636,-0.498857,-0.678279,7.0
-0.00747,0.212472,-0.840824,-0.451958,-0.42768,0.411587,0.724391,0.041321,-0.393894,-0.618205,4.0
1.214967,1.306698,1.431258,0.703775,1.127561,1.367057,0.650756,1.421222,0.498294,1.36426,3.0
-2.015759,-2.282363,-2.151641,2.805107,1.187378,-1.719846,-1.85283,1.181239,2.755006,1.184036,2.0
0.996675,0.650162,1.081707,0.020842,0.649025,1.661048,1.387105,0.881261,-0.341412,0.883663,3.0
0.341798,0.562624,0.164136,-0.399425,0.050856,0.485085,0.650756,-0.378649,-0.079004,-0.498055,4.0
0.516432,0.562624,0.164136,0.230975,0.290124,-0.984869,0.061677,0.581282,0.340849,0.042617,1.0
0.996675,0.869008,0.819544,0.230975,0.94811,1.146564,1.387105,0.401295,0.288368,0.342991,3.0
1.12765,0.869008,2.34883,0.336042,0.768659,2.028536,1.976185,0.761269,0.183404,1.724709,3.0
-2.146735,-2.151056,-0.666048,2.437374,1.725731,0.117596,-1.926465,0.821265,2.650043,-0.197682,2.0
1.040333,0.343779,1.038013,0.703775,1.127561,-0.396887,-0.232863,1.121243,0.130923,1.123962,1.0
0.8657,0.869008,0.644768,-0.084225,0.529392,0.779075,1.387105,0.281304,0.025959,-0.317831,3.0
-0.269421,-0.181449,-0.01064,-0.977291,-0.547313,-0.249892,-0.159228,-0.798618,-0.91871,-0.918578,7.0
0.516432,-0.181449,0.513687,-0.399425,0.050856,0.779075,0.945296,0.041321,0.498294,0.042617,4.0
0.341798,0.518855,0.469993,-0.241825,0.050856,0.485085,0.724391,0.041321,-0.183967,0.162766,4.0
0.56009,0.343779,0.513687,-0.084225,0.050856,1.073066,0.724391,0.281304,-0.183967,0.282916,4.0
-1.884784,-1.188137,-2.239028,0.966441,-0.128595,-1.719846,-1.190116,-0.138666,-0.498857,0.282916,2.0
1.258626,1.21916,1.212789,0.703775,1.366829,0.191094,0.135312,1.7212,0.918148,1.244111,1.0
-0.924298,0.518855,-1.758396,0.020842,-0.308046,-0.176394,1.681645,-0.07867,-0.236449,-0.618205,2.0
-0.182104,-0.487833,-0.098028,-1.029824,-1.2053,-0.102897,-0.159228,-1.458571,-1.076155,-1.038727,7.0
0.167164,0.869008,-2.151641,-0.241825,-0.42768,-0.470385,1.681645,0.041321,-0.183967,0.282916,2.0
-2.365027,-2.238594,-2.282722,3.540573,2.742619,-1.719846,-1.705561,2.381153,3.594712,2.025082,2.0
-1.273565,-1.275675,-1.365151,-1.029824,-1.444568,-1.205362,-1.042846,-1.218588,-1.286082,-1.038727,5.0
1.12765,1.262929,1.431258,0.336042,0.768659,2.028536,1.681645,0.761269,0.603258,1.123962,3.0
0.516432,0.693931,0.644768,0.125908,0.290124,1.661048,1.092566,0.281304,0.025959,0.943738,3.0
0.036189,-0.356526,-0.01064,0.020842,-0.128595,-0.984869,-0.895577,-0.138666,-0.131486,-0.43798,1.0
1.040333,0.912777,1.256483,0.230975,0.589209,2.028536,1.534375,0.821265,0.340849,0.823588,3.0
1.389601,1.394236,1.256483,0.598708,1.486463,1.955038,1.681645,1.181239,0.235886,0.883663,3.0
1.214967,1.306698,1.256483,0.703775,1.127561,1.661048,1.90255,1.121243,0.498294,1.123962,3.0
-0.880639,-0.575371,-1.408844,-0.662091,-0.666947,-1.352357,-0.159228,-0.678627,-1.54849,0.282916,2.0
0.734724,0.518855,0.338911,-0.241825,0.290124,0.705578,0.724391,0.041321,-0.183967,0.042617,3.0
0.516432,0.912777,0.863238,-0.189291,0.050856,1.073066,1.239836,0.281304,-0.079004,0.282916,3.0
0.516432,0.518855,0.251523,0.493642,1.127561,0.191094,0.429852,1.121243,0.025959,0.703439,5.0
0.603749,1.21916,0.688462,0.020842,0.110673,0.705578,1.387105,0.101317,0.445813,0.342991,3.0
1.651552,0.912777,1.256483,0.913908,1.426646,1.367057,1.239836,1.121243,0.708221,0.823588,3.0
1.083992,1.000315,0.906932,0.178442,0.649025,1.514052,1.46074,0.641278,0.393331,0.763513,3.0
1.083992,1.394236,1.300177,0.388575,1.187378,1.514052,1.75528,1.181239,0.760703,0.763513,3.0
1.43326,1.525543,1.431258,0.913908,1.426646,2.322527,1.90255,1.421222,0.708221,1.36426,3.0
-0.487713,-0.881754,-0.360191,-1.292491,-1.743652,-0.102897,-0.748307,-1.518567,-1.443527,-1.218951,7.0
-0.356737,-0.268987,-0.491273,-1.239957,-1.384751,-0.176394,-0.159228,-1.398575,-0.971192,-1.339101,7.0
-1.404541,-0.356526,-2.020559,0.493642,0.050856,-1.646348,-0.453767,0.281304,-1.496009,0.703439,2.0
0.56009,0.518855,0.688462,-0.241825,0.050856,0.705578,1.681645,-0.198662,-0.183967,0.042617,3.0
0.691066,0.562624,0.688462,0.493642,0.828476,-0.690878,-0.748307,0.821265,0.340849,1.123962,1.0
0.036189,-0.268987,-0.272803,-0.504491,-0.60713,0.117596,0.208947,-0.858614,-0.341412,-0.377906,7.0
1.389601,1.438005,1.387565,0.808841,1.247195,-0.176394,-0.380132,0.941256,0.708221,1.184036,1.0
1.258626,1.21916,0.819544,0.703775,1.127561,0.191094,0.135312,1.361226,0.708221,0.703439,1.0
-0.094787,-0.356526,-0.534967,-0.977291,-0.786581,0.338089,-0.159228,-0.138666,-1.076155,-0.197682,7.0
0.691066,0.606393,0.906932,0.178442,0.349941,1.220062,1.166201,0.641278,0.393331,0.523215,3.0
-2.27771,-2.151056,-2.282722,2.594974,1.725731,-1.646348,-1.85283,2.021178,2.650043,1.544484,2.0
-1.317224,-1.013061,-1.277763,-0.451958,-1.384751,-1.352357,0.135312,-0.678627,-0.551339,-1.098802,5.0
-0.487713,-0.181449,-0.360191,-1.292491,-1.324934,-0.396887,0.061677,-1.33858,-1.2336,-1.218951,7.0
-0.706005,-0.750447,-0.491273,-0.451958,-0.906215,-1.57285,-1.484656,-0.91861,-0.393894,-0.858503,1.0
0.210823,0.081165,0.033054,0.020842,0.349941,-0.984869,-0.895577,-0.138666,-0.183967,0.102692,1.0
0.341798,0.212472,0.164136,-0.557024,-0.128595,0.63208,0.356217,-0.558636,-0.498857,-0.43798,4.0
-0.269421,-0.356526,-0.360191,-1.187424,-1.444568,0.044099,-0.453767,-1.038601,-1.286082,-1.158877,7.0
-1.404541,-1.625828,-0.709742,0.020842,-0.786581,-1.27886,-1.85283,-0.798618,-0.341412,-1.158877,5.0
-0.269421,-0.356526,-0.185416,-1.134891,-1.265117,0.044099,-0.085593,-1.518567,-1.023674,-1.038727,7.0
-0.356737,-0.444064,-0.666048,-1.239957,-1.145483,-0.176394,-0.159228,-1.398575,-1.181119,-1.339101,7.0
-1.011614,-1.05683,-0.884518,0.230975,-0.367863,-0.470385,-0.674672,-0.378649,0.235886,-0.377906,5.0
-1.404541,-1.275675,-1.365151,-1.239957,-1.444568,-1.425855,-1.042846,-1.458571,-1.076155,-1.519325,5.0
-1.186248,-0.268987,-1.277763,-0.241825,-0.906215,-1.058367,-0.453767,-1.578562,0.183404,-1.339101,5.0
0.8657,1.000315,0.732156,0.020842,0.349941,1.220062,1.46074,0.341299,0.393331,0.282916,4.0
0.341798,0.693931,0.469993,-0.084225,0.290124,-0.396887,0.135312,0.821265,-0.183967,0.162766,1.0
-2.27771,-2.151056,-2.282722,2.752574,1.905181,-1.866841,-1.411021,0.941256,2.755006,1.48441,2.0
1.214967,1.262929,0.819544,0.441108,0.708842,1.440554,1.387105,1.241235,0.130923,0.883663,3.0
0.56009,0.869008,0.513687,0.336042,0.529392,-0.470385,-0.453767,0.761269,0.393331,0.282916,1.0
0.167164,0.343779,0.338911,-0.662091,-0.42768,0.411587,0.724391,-0.198662,-0.761265,0.042617,4.0
-0.182104,-0.356526,-0.272803,-1.239957,-1.2053,-0.102897,-0.159228,-0.978606,-1.076155,-1.279026,7.0
1.083992,1.21916,0.906932,0.388575,1.486463,0.926071,1.75528,1.181239,0.025959,0.523215,3.0
-2.365027,-2.282363,-2.151641,2.805107,0.888293,-2.013836,-1.85283,0.641278,2.177708,0.883663,2.0
-0.662347,-0.531602,-0.666048,-0.609558,-0.60713,-1.205362,-0.969212,-1.098597,-0.236449,-1.45925,5.0
0.996675,1.21916,1.081707,0.756308,1.187378,-0.176394,-0.380132,1.181239,0.813184,1.48441,1.0
-0.00747,0.037396,-0.185416,-0.451958,-0.666947,0.117596,0.429852,-0.678627,-0.393894,-0.618205,7.0
-0.444054,-0.356526,-0.360191,-1.345024,-1.504385,-0.470385,-0.085593,-1.518567,-1.2336,-1.519325,7.0
-0.356737,-0.006373,0.164136,-0.189291,-0.367863,-0.690878,-0.969212,0.041321,-0.236449,0.523215,1.0
1.520577,1.481774,1.431258,0.493642,1.067744,1.734545,1.976185,1.361226,0.603258,1.123962,3.0
1.040333,1.21916,1.212789,0.125908,0.828476,1.367057,1.75528,1.121243,0.498294,0.943738,3.0
1.214967,1.000315,1.081707,0.230975,0.888293,1.661048,1.387105,0.881261,0.025959,0.883663,3.0
0.079847,-0.006373,-0.185416,-0.767158,-0.786581,0.338089,0.503487,-1.038601,-0.656302,-1.038727,7.0
0.385456,0.081165,0.033054,-0.504491,-0.367863,0.411587,0.503487,-0.378649,-0.341412,-1.038727,7.0
1.258626,1.21916,0.732156,0.808841,1.187378,-0.249892,0.061677,0.881261,0.760703,0.763513,1.0
-2.234051,-2.238594,-2.239028,2.805107,2.024815,-1.866841,-1.705561,2.021178,2.755006,2.085157,2.0
-1.14259,-1.188137,-1.190375,-0.557024,-0.786581,-0.764376,-0.159228,-1.218588,-0.341412,-0.918578,5.0
-0.356737,-0.444064,-0.447579,-1.292491,-1.265117,0.117596,0.208947,-0.858614,-1.128637,-1.218951,7.0
0.56009,0.693931,0.513687,-0.241825,-0.188412,1.073066,1.31347,0.041321,-0.393894,0.042617,4.0
0.996675,0.650162,0.688462,0.598708,0.888293,-0.470385,-0.085593,0.881261,0.445813,1.184036,1.0
0.341798,0.168703,0.338911,0.230975,0.290124,-0.984869,-1.263751,0.281304,0.130923,0.523215,1.0
0.603749,0.650162,0.863238,0.230975,0.649025,-0.176394,-0.380132,0.881261,0.235886,1.184036,1.0
0.996675,0.869008,1.212789,0.598708,0.94811,-0.470385,-0.085593,0.941256,0.708221,1.184036,1.0
-0.880639,-0.750447,-0.578661,-1.292491,-1.743652,-0.470385,-0.085593,-1.758549,-1.338564,-1.639474,7.0
0.822041,1.000315,0.513687,0.230975,0.349941,0.999568,1.387105,0.341299,0.235886,0.102692,3.0
1.258626,0.869008,1.606034,0.493642,1.366829,1.367057,0.429852,0.521286,-0.183967,0.943738,3.0
-0.924298,-0.837985,-0.534967,0.598708,0.409758,-0.690878,-0.674672,0.161312,0.708221,-0.137607,5.0
1.258626,1.000315,1.125401,0.388575,1.187378,1.220062,1.75528,1.181239,0.603258,0.763513,3.0
-0.182104,0.737701,-1.408844,0.230975,0.050856,-0.690878,0.061677,0.041321,0.130923,0.042617,1.0
-0.00747,0.168703,0.164136,-1.082358,-1.085666,0.779075,0.650756,-0.618631,-0.656302,0.042617,7.0
-0.356737,-0.487833,-0.272803,-0.662091,-0.966032,0.191094,-0.159228,-0.738623,-0.813747,-1.038727,7.0
1.040333,1.044084,1.212789,0.125908,0.828476,1.367057,1.387105,1.361226,0.025959,1.544484,3.0
0.996675,1.000315,0.863238,0.388575,0.888293,1.293559,1.092566,0.341299,0.235886,0.342991,3.0
-0.356737,-0.487833,-0.447579,-0.451958,-0.726764,-0.911371,-1.042846,-1.218588,-0.183967,-0.317831,1.0
1.214967,1.262929,1.387565,0.441108,0.94811,1.440554,1.387105,0.701274,0.288368,0.883663,3.0
1.476918,1.394236,1.300177,0.808841,1.187378,1.881541,2.049819,0.881261,0.393331,1.063887,3.0
0.822041,0.518855,0.819544,0.020842,-0.068778,0.926071,1.092566,0.161312,0.130923,0.102692,4.0
0.167164,0.168703,0.469993,-0.819691,-0.487496,0.485085,0.429852,-0.49864,-0.813747,-0.55813,4.0
0.909358,1.262929,1.212789,0.493642,0.768659,-0.176394,-0.159228,0.761269,0.813184,0.823588,1.0
