ACC,PREC,REC,EPC,F1,AUC,DATASETNAME,ERRTYPE,ERRPERC,FEATTYPE,FEATNAME,MODELNAME,MODELTYPE
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5187,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,K-Neighborg Classifier,Neighborg based
0.9818,1.0,0.9667,,0.9831,0.4167,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,Gaussian Naive Bayes,Probabilistic
0.8364,1.0,0.7,,0.8235,0.0,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,SGD Classifier,Linear
0.9273,0.9333,0.9333,,0.9333,0.5233,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,MLP Classifier,Neural Networks
0.8364,0.9565,0.7333,,0.8302,0.5,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.55,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,Support Vector Machine,Linear
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.8,continue,flipper_length_mm,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5647,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5333,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.36,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.544,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Gradient Boosting Classifier,Ensemble Tree
0.9818,0.9677,1.0,,0.9836,0.5573,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,K-Neighborg Classifier,Neighborg based
0.9818,1.0,0.9667,,0.9831,0.3667,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Gaussian Naive Bayes,Probabilistic
0.8,0.9524,0.6667,,0.7843,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Gaussian Process Classifier,Probabilistic
0.9091,0.8571,1.0,,0.9231,0.6007,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,MLP Classifier,Neural Networks
0.9273,0.8824,1.0,,0.9375,0.0,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,SGD Classifier,Linear
0.5455,0.5455,1.0,,0.7059,0.5667,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Support Vector Machine,Linear
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.2,continue,body_mass_g,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5447,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.4787,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5233,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.312,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Cat Boost Classifier,Ensemble Tree
0.9818,0.9677,1.0,,0.9836,0.528,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,K-Neighborg Classifier,Neighborg based
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Gaussian Naive Bayes,Probabilistic
0.8,1.0,0.6333,,0.7755,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Gaussian Process Classifier,Probabilistic
0.9091,0.8571,1.0,,0.9231,0.0,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,SGD Classifier,Linear
0.8545,0.7895,1.0,,0.8824,0.6253,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.55,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Support Vector Machine,Linear
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.4,continue,body_mass_g,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.6267,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.4973,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.52,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.2653,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Cat Boost Classifier,Ensemble Tree
0.9455,0.9091,1.0,,0.9524,0.6133,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,K-Neighborg Classifier,Neighborg based
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Gaussian Naive Bayes,Probabilistic
0.7091,1.0,0.4667,,0.6364,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Gaussian Process Classifier,Probabilistic
0.7818,1.0,0.6,,0.75,0.0,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,SGD Classifier,Linear
0.5455,0.5455,1.0,,0.7059,0.5333,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Support Vector Machine,Linear
0.8,0.7317,1.0,,0.8451,0.58,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.6,continue,body_mass_g,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.52,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5447,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.4653,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.2433,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,K-Neighborg Classifier,Neighborg based
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Support Vector Machine,Linear
0.9273,1.0,0.8667,,0.9286,0.3667,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.58,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.8,continue,body_mass_g,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.52,penguins_binary_classification.csv,Missing,0.2,discrete,year,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.2,discrete,year,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5447,penguins_binary_classification.csv,Missing,0.2,discrete,year,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.52,penguins_binary_classification.csv,Missing,0.2,discrete,year,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.276,penguins_binary_classification.csv,Missing,0.2,discrete,year,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.2,discrete,year,K-Neighborg Classifier,Neighborg based
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.2,discrete,year,Support Vector Machine,Linear
0.9455,1.0,0.9,,0.9474,0.3667,penguins_binary_classification.csv,Missing,0.2,discrete,year,Gaussian Naive Bayes,Probabilistic
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.2,discrete,year,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.58,penguins_binary_classification.csv,Missing,0.2,discrete,year,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.2,discrete,year,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.4,discrete,year,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5447,penguins_binary_classification.csv,Missing,0.4,discrete,year,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.542,penguins_binary_classification.csv,Missing,0.4,discrete,year,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.4,discrete,year,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.272,penguins_binary_classification.csv,Missing,0.4,discrete,year,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.4,discrete,year,K-Neighborg Classifier,Neighborg based
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.4,discrete,year,Support Vector Machine,Linear
0.9455,1.0,0.9,,0.9474,0.3667,penguins_binary_classification.csv,Missing,0.4,discrete,year,Gaussian Naive Bayes,Probabilistic
0.7273,0.6667,1.0,,0.8,0.58,penguins_binary_classification.csv,Missing,0.4,discrete,year,MLP Classifier,Neural Networks
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.4,discrete,year,SGD Classifier,Linear
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.4,discrete,year,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.6,discrete,year,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.4167,penguins_binary_classification.csv,Missing,0.6,discrete,year,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.4987,penguins_binary_classification.csv,Missing,0.6,discrete,year,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.4407,penguins_binary_classification.csv,Missing,0.6,discrete,year,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.2593,penguins_binary_classification.csv,Missing,0.6,discrete,year,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.6,discrete,year,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,discrete,year,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,discrete,year,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,discrete,year,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.6,discrete,year,K-Neighborg Classifier,Neighborg based
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.6,discrete,year,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.6,discrete,year,Support Vector Machine,Linear
0.9273,1.0,0.8667,,0.9286,0.3667,penguins_binary_classification.csv,Missing,0.6,discrete,year,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.6,discrete,year,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.6,discrete,year,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.6,discrete,year,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.8,discrete,year,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.8,discrete,year,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.3667,penguins_binary_classification.csv,Missing,0.8,discrete,year,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.4987,penguins_binary_classification.csv,Missing,0.8,discrete,year,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.4893,penguins_binary_classification.csv,Missing,0.8,discrete,year,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.2473,penguins_binary_classification.csv,Missing,0.8,discrete,year,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,discrete,year,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,discrete,year,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,discrete,year,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.8,discrete,year,K-Neighborg Classifier,Neighborg based
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.8,discrete,year,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.8,discrete,year,Support Vector Machine,Linear
0.9273,1.0,0.8667,,0.9286,0.3667,penguins_binary_classification.csv,Missing,0.8,discrete,year,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.8,discrete,year,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.8,discrete,year,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.8,discrete,year,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5073,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5087,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.3207,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.2,categorical String,island,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.3933,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Linear Discriminant Analysis,Linear
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Support Vector Machine,Linear
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.2,categorical String,island,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.2,categorical String,island,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.2,categorical String,island,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.524,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.2967,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.4,categorical String,island,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.488,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.4273,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Linear Discriminant Analysis,Linear
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Support Vector Machine,Linear
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.4,categorical String,island,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.4,categorical String,island,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.4,categorical String,island,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.2767,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.6,categorical String,island,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.5153,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.4253,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Linear Discriminant Analysis,Linear
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5333,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Support Vector Machine,Linear
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.6,categorical String,island,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.6,categorical String,island,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.6,categorical String,island,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.568,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.2613,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5067,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5227,penguins_binary_classification.csv,Missing,0.8,categorical String,island,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.438,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Ridge Classifier,Linear
1.0,1.0,1.0,,1.0,0.406,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Linear Discriminant Analysis,Linear
0.5818,1.0,0.2333,,0.3784,0.5,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Gaussian Process Classifier,Probabilistic
0.5455,0.5455,1.0,,0.7059,0.5167,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Support Vector Machine,Linear
0.9636,1.0,0.9333,,0.9655,0.3667,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Gaussian Naive Bayes,Probabilistic
0.9818,0.9677,1.0,,0.9836,0.0,penguins_binary_classification.csv,Missing,0.8,categorical String,island,SGD Classifier,Linear
0.7273,0.6667,1.0,,0.8,0.6,penguins_binary_classification.csv,Missing,0.8,categorical String,island,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0.8,categorical String,island,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5427,penguins_binary_classification.csv,DuplicatedAll,0.2,target,species,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.4833,penguins_binary_classification.csv,DuplicatedAll,0.2,target,species,Gaussian Naive Bayes,Probabilistic
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,DuplicatedAll,0.2,target,species,Ridge Classifier,Linear
