DATASETNAME,MODELNAME,ACC,PREC,REC,F1,AUC,FEATNAME,FEATTYPE,ERRTYPE,MODELTYPE
diabetes_data_upload.csv,Extra Tree Classifier,0.9519,0.9583,0.9718,0.965,0.4738,Polydipsia,binary,Noisy,Single Tree
diabetes_data_upload.csv,Gradient Boosting Classifier,0.9231,0.9437,0.9437,0.9437,0.7804,sudden weight loss,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Extra Tree Classifier,0.9519,0.9583,0.9718,0.965,0.4738,weakness,binary,Noisy,Single Tree
diabetes_data_upload.csv,Gradient Boosting Classifier,0.9231,0.9437,0.9437,0.9437,0.7804,weakness,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,MLP Classifier,0.8462,0.9104,0.8592,0.8841,0.8124,weakness,binary,Noisy,Neural Networks
diabetes_data_upload.csv,Cat Boost Classifier,0.9135,0.9559,0.9155,0.9353,0.6594,Polyphagia,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Support Vector Machine,0.9135,0.9844,0.8873,0.9333,0.7582,Genital thrush,binary,Noisy,Linear
diabetes_data_upload.csv,Cat Boost Classifier,0.9135,0.9559,0.9155,0.9353,0.6594,visual blurring,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Support Vector Machine,0.9135,0.9844,0.8873,0.9333,0.7582,visual blurring,binary,Noisy,Linear
diabetes_data_upload.csv,Dummy Classifier,0.6827,0.6827,1.0,0.8114,0.5,Itching,binary,Noisy,Heuristic based
diabetes_data_upload.csv,Extra Tree Classifier,0.9519,0.9583,0.9718,0.965,0.4738,Irritability,binary,Noisy,Single Tree
diabetes_data_upload.csv,Gradient Boosting Classifier,0.9231,0.9437,0.9437,0.9437,0.7804,Irritability,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,MLP Classifier,0.8462,0.9104,0.8592,0.8841,0.8124,Irritability,binary,Noisy,Neural Networks
diabetes_data_upload.csv,Support Vector Machine,0.9135,0.9844,0.8873,0.9333,0.7582,Irritability,binary,Noisy,Linear
diabetes_data_upload.csv,Ridge Classifier,0.8077,0.9048,0.8028,0.8507,0.0,Irritability,binary,Noisy,Linear
diabetes_data_upload.csv,Logistic Regression,0.8462,0.9104,0.8592,0.8841,0.796,Irritability,binary,Noisy,Linear
diabetes_data_upload.csv,Quadratic Discriminant Analysis,0.6538,0.6768,0.9437,0.7882,0.5228,delayed healing,binary,Noisy,Probabilistic
diabetes_data_upload.csv,Gaussian Naive Bayes,0.8173,0.8824,0.8451,0.8633,0.6455,delayed healing,binary,Noisy,Probabilistic
diabetes_data_upload.csv,SGD Classifier,0.8558,0.8784,0.9155,0.8966,0.0,delayed healing,binary,Noisy,Linear
diabetes_data_upload.csv,Dummy Classifier,0.6827,0.6827,1.0,0.8114,0.5,partial paresis,binary,Noisy,Heuristic based
diabetes_data_upload.csv,Gaussian Process Classifier,0.9231,0.9846,0.9014,0.9412,0.35,weakness,binary,Missing,Probabilistic
diabetes_data_upload.csv,Linear Discriminant Analysis,0.8077,0.9048,0.8028,0.8507,0.7093,Polyphagia,binary,Missing,Linear
diabetes_data_upload.csv,Gaussian Process Classifier,0.9231,0.9846,0.9014,0.9412,0.35,visual blurring,binary,Missing,Probabilistic
diabetes_data_upload.csv,Gaussian Process Classifier,0.9231,0.9846,0.9014,0.9412,0.35,muscle stiffness,binary,Missing,Probabilistic
diabetes_data_upload.csv,Linear Discriminant Analysis,0.8077,0.9048,0.8028,0.8507,0.7093,Age,discrete,Noisy,Linear
diabetes_data_upload.csv,Linear Discriminant Analysis,0.8077,0.9048,0.8028,0.8507,0.7093,sudden weight loss,binary,Noisy,Linear
diabetes_data_upload.csv,Gaussian Process Classifier,0.9231,0.9846,0.9014,0.9412,0.35,Irritability,binary,Noisy,Probabilistic
diabetes_data_upload.csv,Decision Tree Classifier,0.9327,0.9571,0.9437,0.9504,0.4859,weakness,binary,Missing,Single Tree
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,Polydipsia,binary,Missing,Neighborg based
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,class,target,DuplicatedAll,Neighborg based
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,Age,discrete,Outlier,Neighborg based
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,Polydipsia,binary,Noisy,Neighborg based
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,Genital thrush,binary,Noisy,Neighborg based
diabetes_data_upload.csv,K-Neighborg Classifier,0.8173,0.9643,0.7606,0.8504,0.4379,Irritability,binary,Noisy,Neighborg based
diabetes_data_upload.csv,Random Forest Classifier,0.9327,0.9571,0.9437,0.9504,0.5158,muscle stiffness,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Gradient Boosting Classifier,0.9231,0.9437,0.9437,0.9437,0.7804,muscle stiffness,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Dummy Classifier,0.6827,0.6827,1.0,0.8114,0.5,muscle stiffness,binary,Noisy,Heuristic based
diabetes_data_upload.csv,MLP Classifier,0.8462,0.9104,0.8592,0.8841,0.8124,Alopecia,binary,Noisy,Neural Networks
diabetes_data_upload.csv,Gradient Boosting Classifier,0.9231,0.9437,0.9437,0.9437,0.7804,Obesity,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Ada Boost Classifier,0.8654,0.9524,0.8451,0.8955,0.767,Obesity,binary,Noisy,Ensemble Tree
diabetes_data_upload.csv,Gaussian Naive Bayes,0.8173,0.8824,0.8451,0.8633,0.6455,Obesity,binary,Noisy,Probabilistic
Employee.csv,SGD Classifier,0.6477,0.0,0.0,0.0,0.0,NULL,,NULL,Linear
Employee.csv,Support Vector Machine,0.8346,0.8595,0.6341,0.7298,0.4873,JoiningYear,discrete,Missing,Linear
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,JoiningYear,discrete,Missing,Single Tree
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,JoiningYear,discrete,Missing,Heuristic based
Employee.csv,Ada Boost Classifier,0.8067,0.8136,0.5854,0.6809,0.4897,Age,discrete,Missing,Ensemble Tree
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,Age,discrete,Missing,Heuristic based
Employee.csv,SGD Classifier,0.6477,0.0,0.0,0.0,0.0,Age,discrete,Missing,Linear
Employee.csv,Support Vector Machine,0.8346,0.8595,0.6341,0.7298,0.4873,ExperienceInCurrentDomain,discrete,Missing,Linear
Employee.csv,Cat Boost Classifier,0.8647,0.9008,0.6921,0.7828,0.6408,Education,categorical String,Missing,Ensemble Tree
Employee.csv,Ridge Classifier,0.7336,0.6961,0.4329,0.5338,0.0,Education,categorical String,Missing,Linear
Employee.csv,Gradient Boosting Classifier,0.8668,0.9048,0.6951,0.7862,0.5958,City,categorical String,Missing,Ensemble Tree
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,City,categorical String,Missing,Heuristic based
Employee.csv,Decision Tree Classifier,0.8303,0.808,0.6799,0.7384,0.5602,Gender,categorical String,Missing,Single Tree
Employee.csv,MLP Classifier,0.3523,0.352,0.997,0.5203,0.6752,Gender,categorical String,Missing,Neural Networks
Employee.csv,Cat Boost Classifier,0.8647,0.9008,0.6921,0.7828,0.6408,LeaveOrNot,target,DuplicatedAll,Ensemble Tree
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,LeaveOrNot,target,DuplicatedAll,Single Tree
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,LeaveOrNot,target,DuplicatedAll,Heuristic based
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,LeaveOrNot,target,Labels,Single Tree
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,JoiningYear,discrete,Outlier,Single Tree
Employee.csv,Linear Discriminant Analysis,0.7379,0.6892,0.4665,0.5564,0.3371,Age,discrete,Outlier,Linear
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,Age,discrete,Outlier,Heuristic based
Employee.csv,K-Neighborg Classifier,0.7895,0.7797,0.561,0.6525,0.4462,Age,discrete,Outlier,Neighborg based
Employee.csv,Random Forest Classifier,0.841,0.8358,0.6829,0.7517,0.5374,ExperienceInCurrentDomain,discrete,Outlier,Ensemble Tree
Employee.csv,Ridge Classifier,0.7336,0.6961,0.4329,0.5338,0.0,ExperienceInCurrentDomain,discrete,Outlier,Linear
Employee.csv,Gaussian Naive Bayes,0.7304,0.6149,0.628,0.6214,0.4856,ExperienceInCurrentDomain,discrete,Outlier,Probabilistic
Employee.csv,MLP Classifier,0.3523,0.352,0.997,0.5203,0.6752,ExperienceInCurrentDomain,discrete,Outlier,Neural Networks
Employee.csv,Random Forest Classifier,0.841,0.8358,0.6829,0.7517,0.5374,Education,categorical String,Outlier,Ensemble Tree
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,Education,categorical String,Outlier,Single Tree
Employee.csv,Ada Boost Classifier,0.8067,0.8136,0.5854,0.6809,0.4897,Education,categorical String,Outlier,Ensemble Tree
Employee.csv,Quadratic Discriminant Analysis,0.7293,0.6218,0.5915,0.6062,0.595,Education,categorical String,Outlier,Probabilistic
Employee.csv,Gradient Boosting Classifier,0.8668,0.9048,0.6951,0.7862,0.5958,Gender,categorical String,Outlier,Ensemble Tree
Employee.csv,MLP Classifier,0.3523,0.352,0.997,0.5203,0.6752,Gender,categorical String,Outlier,Neural Networks
Employee.csv,Gradient Boosting Classifier,0.8668,0.9048,0.6951,0.7862,0.5958,PaymentTier,categorical Integer,Outlier,Ensemble Tree
Employee.csv,Gradient Boosting Classifier,0.8668,0.9048,0.6951,0.7862,0.5958,JoiningYear,discrete,Noisy,Ensemble Tree
Employee.csv,Extra Tree Classifier,0.8314,0.8155,0.6738,0.7379,0.4779,JoiningYear,discrete,Noisy,Single Tree
Employee.csv,Quadratic Discriminant Analysis,0.7293,0.6218,0.5915,0.6062,0.595,JoiningYear,discrete,Noisy,Probabilistic
Employee.csv,Ridge Classifier,0.7336,0.6961,0.4329,0.5338,0.0,Age,discrete,Noisy,Linear
Employee.csv,Cat Boost Classifier,0.8647,0.9008,0.6921,0.7828,0.6408,ExperienceInCurrentDomain,discrete,Noisy,Ensemble Tree
Employee.csv,Ridge Classifier,0.7336,0.6961,0.4329,0.5338,0.0,ExperienceInCurrentDomain,discrete,Noisy,Linear
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,ExperienceInCurrentDomain,discrete,Noisy,Heuristic based
Employee.csv,SGD Classifier,0.6477,0.0,0.0,0.0,0.0,ExperienceInCurrentDomain,discrete,Noisy,Linear
Employee.csv,MLP Classifier,0.3523,0.352,0.997,0.5203,0.6752,Education,categorical String,Noisy,Neural Networks
Employee.csv,Ada Boost Classifier,0.8067,0.8136,0.5854,0.6809,0.4897,City,categorical String,Noisy,Ensemble Tree
Employee.csv,Dummy Classifier,0.6477,0.0,0.0,0.0,0.5,Gender,categorical String,Noisy,Heuristic based
Employee.csv,Decision Tree Classifier,0.8303,0.808,0.6799,0.7384,0.5602,PaymentTier,categorical Integer,Noisy,Single Tree
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,BMI,continue,Missing,Ensemble Tree
Healthcare-Diabetes.csv,Ridge Classifier,0.7852,0.7615,0.5294,0.6246,0.0,BMI,continue,Missing,Linear
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,BMI,continue,Missing,Neighborg based
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,DiabetesPedigreeFunction,continue,Missing,Linear
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,Pregnancies,discrete,Missing,Ensemble Tree
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,Pregnancies,discrete,Missing,Neural Networks
Healthcare-Diabetes.csv,Extra Tree Classifier,0.9639,0.9514,0.9412,0.9462,0.3039,Glucose,discrete,Missing,Single Tree
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Glucose,discrete,Missing,Single Tree
diabetes_data_upload.csv,Linear Discriminant Analysis,0.8077,0.9048,0.8028,0.8507,0.7093,muscle stiffness,binary,Noisy,Linear
diabetes_data_upload.csv,Gaussian Process Classifier,0.9231,0.9846,0.9014,0.9412,0.35,Obesity,binary,Noisy,Probabilistic
Employee.csv,Logistic Regression,0.7336,0.6905,0.4421,0.539,0.3502,LeaveOrNot,target,Labels,Linear
Employee.csv,Logistic Regression,0.7336,0.6905,0.4421,0.539,0.3502,PaymentTier,categorical Integer,Noisy,Linear
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,Pregnancies,discrete,Missing,Probabilistic
diabetes_data_upload.csv,Decision Tree Classifier,0.9327,0.9571,0.9437,0.9504,0.4859,Obesity,binary,Noisy,Single Tree
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,Glucose,discrete,Missing,Linear
Healthcare-Diabetes.csv,Cat Boost Classifier,0.9368,0.9176,0.893,0.9051,0.2599,BloodPressure,discrete,Missing,Ensemble Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,SkinThickness,discrete,Missing,Linear
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,SkinThickness,discrete,Missing,Heuristic based
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,Insulin,discrete,Missing,Ensemble Tree
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Age,discrete,Missing,Single Tree
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Age,discrete,Missing,Heuristic based
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Age,discrete,Missing,Probabilistic
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,Age,discrete,Missing,Linear
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,Outcome,target,DuplicatedAll,Ensemble Tree
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Outcome,target,DuplicatedAll,Single Tree
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,Outcome,target,Labels,Ensemble Tree
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Outcome,target,Labels,Single Tree
Healthcare-Diabetes.csv,Linear Discriminant Analysis,0.7924,0.7647,0.5561,0.644,0.2908,BMI,continue,Outlier,Linear
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,BMI,continue,Outlier,Linear
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,DiabetesPedigreeFunction,continue,Outlier,Single Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,DiabetesPedigreeFunction,continue,Outlier,Linear
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,Pregnancies,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Pregnancies,discrete,Outlier,Heuristic based
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,Glucose,discrete,Outlier,Neighborg based
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Glucose,discrete,Outlier,Probabilistic
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,Glucose,discrete,Outlier,Neural Networks
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,BloodPressure,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,BloodPressure,discrete,Outlier,Single Tree
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,BloodPressure,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Cat Boost Classifier,0.9368,0.9176,0.893,0.9051,0.2599,SkinThickness,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Linear Discriminant Analysis,0.7924,0.7647,0.5561,0.644,0.2908,SkinThickness,discrete,Outlier,Linear
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,SkinThickness,discrete,Outlier,Neighborg based
Healthcare-Diabetes.csv,Linear Discriminant Analysis,0.7924,0.7647,0.5561,0.644,0.2908,Insulin,discrete,Outlier,Linear
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Insulin,discrete,Outlier,Probabilistic
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,Age,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,Age,discrete,Outlier,Linear
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Age,discrete,Outlier,Heuristic based
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Pregnancies,discrete,Noisy,Single Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,Pregnancies,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Gaussian Naive Bayes,0.7708,0.6765,0.615,0.6443,0.3546,Pregnancies,discrete,Noisy,Probabilistic
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,Pregnancies,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,BloodPressure,discrete,Noisy,Ensemble Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,BloodPressure,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,BloodPressure,discrete,Noisy,Heuristic based
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,BloodPressure,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,SkinThickness,discrete,Noisy,Ensemble Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,Insulin,discrete,Noisy,Linear
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,Insulin,discrete,Noisy,Neighborg based
Healthcare-Diabetes.csv,Decision Tree Classifier,0.9477,0.9341,0.9091,0.9214,0.5,Age,discrete,Noisy,Single Tree
Healthcare-Diabetes.csv,Linear Discriminant Analysis,0.7924,0.7647,0.5561,0.644,0.2908,Age,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,DiabetesPedigreeFunction,continue,Noisy,Heuristic based
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,NULL,,NULL,Ensemble Tree
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,NULL,,NULL,Linear
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,NULL,,NULL,Heuristic based
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,ejection_fraction,discrete,Missing,Linear
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,platelets,continue,Missing,Neighborg based
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,platelets,continue,Missing,Linear
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,platelets,continue,Missing,Neural Networks
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,serum_creatinine,continue,Missing,Single Tree
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,serum_creatinine,continue,Missing,Probabilistic
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,serum_creatinine,continue,Missing,Neighborg based
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,serum_sodium,discrete,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Support Vector Machine,0.951,1.0,0.8478,0.9176,0.8605,age,discrete,Missing,Linear
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,age,discrete,Missing,Probabilistic
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,creatinine_phosphokinase,discrete,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,creatinine_phosphokinase,discrete,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,creatinine_phosphokinase,discrete,Missing,Linear
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,creatinine_phosphokinase,discrete,Missing,Heuristic based
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,time,discrete,Missing,Linear
heart_failure_clinical_records.csv,Gaussian Naive Bayes,0.815,0.8513,0.5155,0.6422,0.2357,time,discrete,Missing,Probabilistic
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,time,discrete,Missing,Heuristic based
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,BloodPressure,discrete,Missing,Probabilistic
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,Age,discrete,Missing,Probabilistic
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,DiabetesPedigreeFunction,continue,Outlier,Probabilistic
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,DiabetesPedigreeFunction,continue,Noisy,Probabilistic
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,anaemia,binary,Missing,Ensemble Tree
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,anaemia,binary,Missing,Neighborg based
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,diabetes,binary,Missing,Single Tree
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,diabetes,binary,Missing,Linear
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,high_blood_pressure,binary,Missing,Single Tree
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,high_blood_pressure,binary,Missing,Single Tree
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,high_blood_pressure,binary,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,high_blood_pressure,binary,Missing,Linear
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,smoking,binary,Missing,Linear
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,DEATH_EVENT,target,DuplicatedAll,Linear
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,DEATH_EVENT,target,Labels,Ensemble Tree
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,DEATH_EVENT,target,Labels,Linear
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,platelets,continue,Outlier,Linear
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,serum_creatinine,continue,Outlier,Single Tree
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,serum_creatinine,continue,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Ridge Classifier,0.834,0.7766,0.6801,0.7252,0.0,serum_creatinine,continue,Outlier,Linear
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,age,discrete,Outlier,Single Tree
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,creatinine_phosphokinase,discrete,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,creatinine_phosphokinase,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,creatinine_phosphokinase,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,creatinine_phosphokinase,discrete,Outlier,Neural Networks
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,time,discrete,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,ejection_fraction,discrete,Outlier,Neighborg based
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,ejection_fraction,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,ejection_fraction,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,ejection_fraction,discrete,Outlier,Neural Networks
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,serum_sodium,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,age,discrete,Noisy,Probabilistic
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,age,discrete,Noisy,Linear
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,age,discrete,Noisy,Probabilistic
heart_failure_clinical_records.csv,Gaussian Naive Bayes,0.815,0.8513,0.5155,0.6422,0.2357,age,discrete,Noisy,Probabilistic
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,age,discrete,Noisy,Heuristic based
